title,company,location,summary,salary,salary_class
Business Intelligence Developer,Safe Places for Children,Brisbane QLD,Recent and relevant commercial experience engaging with business users Leave approvals may depend on business needs at the time Strong M and DAX skills ,90000.0,0
Testing Analyst (SSAS/SSIS),Australian Prudential Regulation Authority (APRA),Sydney NSW,Addressing issues raised by report developers or business end users The role will sit as part of a Product team working along side the development team and ,121207.5,1
Business Intelligence Officer,Canterbury-Bankstown Council,Australia,Participate in business analysis activities to gather stakeholder reporting and dashboard requirements In this role you will support the Information services ,121207.5,1
Risk Advisory - Cyber Risk,Deloitte,Canberra ACT,If you re fascinated by the role that technology plays in business and love the idea of helping clients manage their current and emerging cyber risks this is ,121207.5,1
Product Specialist - Biosurgery,Johnson & Johnson Family of Companies,Australia,Achievement orientated with solid business acumen Maintain strong market intelligence to maximize opportunities to both protect and grow the business and ,121207.5,1
Business Development Representative,Pulse Talent,Australia,As a Business Development Manager you will be working on business to business and drive the business profitability What does Pulse Talent do ,90000.0,0
Marketing Specialist,Quarter Acre,Australia,What sets us apart from the rest is data driven techniques using market intelligence and mathematical modelling The successful candidate must have ,89000.0,0
Business Development Representative,Pulse Talent,Australia,As a Business Development Manager you will be working on business to business and drive the business profitability What does Pulse Talent do ,90000.0,0
Application Support Engineer,Easy Payroll Global,Australia,They turn a business s ideas into a tailored business solution by developing complementary software that transforms the user experience of key stakeholders ,130000.0,1
Testing Analyst (SSAS/SSIS),APRA,Australia,Addressing issues raised by report developers or business end users The role will sit as part of a Product team working along side the development team and ,121207.5,1
"People & Culture Business Partner, EY Port Jackson Partners",EY,Sydney NSW,There is no business as usual here Commercial acumen and a clear understanding of how HR can add value to the business Skills and attributes for success ,121207.5,1
Data Analyst,PKF Australia,Sydney NSW,To work with like minded people that are passionate about data analytics and business intelligence The team supports our clients with revolutionary initiatives ,121207.5,1
Director - Program Evaluation,Kantar TNS,Sydney NSW,Our business is growing and Program Evaluation is a key area for expansion for us We go beyond the obvious using intelligence passion and creativity to ,121207.5,1
Senior Investigator,Australian Financial Security Authority (AFSA),Sydney NSW,Propose and facilitate innovation initiatives and contribute to business improvement Be able to discern and assess incoming information from reliable ,94601.0,0
Complaints Officer,Westpac Group,Parramatta NSW,Analyse key trends in complaints to successfully identify the required business management decisions to achieve optimal business outcomes What s in it for me ,121207.5,1
Risk Advisory - Forensic,Deloitte,Sydney NSW,As a part of the Risk Advisory family our 100 team is comprised of practitioners from all sorts of fields ranging from law enforcement and accounting through ,121207.5,1
"Data Scientist, Digital Delta",KPMG,Sydney NSW,You will work with business stakeholders on factual problem formation data identification and deriving answers that can be operationalized to solve business ,121207.5,1
IT Graduate,Allianz,Sydney NSW,Gain exposure to a wide variety of business functions within our IT Division Professional development opportunities to continue to build your business and ,121207.5,1
Business Intelligence Analyst,One Model,Brisbane QLD,Ensuring solutions meet business needs and requirements Prioritizing initiatives based on business needs and requirements ,121207.5,1
Change Analyst,Allianz,Sydney NSW,Allianz Australia is undergoing a significant level of change across the business driven by the changing regulatory environment changing customer expectations ,121207.5,1
Marketing Specialist,Quarter Acre,Australia,What sets us apart from the rest is data driven techniques using market intelligence and mathematical modelling The successful candidate must have ,89000.0,0
Imaginative Care Board Director (Non-executive/Volunteer),Imaginative Human Services Limited,Australia,Active contribution a director needs to be an active contributor with genuine interest in the company and its business Be part of our growing team ,121207.5,1
Intelligence Analyst,Sibylline Americas Inc.,Australia,Production of insightful and actionable intelligence products Strong demonstrable interest in security and intelligence Excellent written and spoken English ,121207.5,1
Change Analyst,Allianz,Sydney NSW,Allianz Australia is undergoing a significant level of change across the business driven by the changing regulatory environment changing customer expectations ,121207.5,1
Business Intelligence Analyst,The Create Partnership,Sydney NSW,Candidates must demonstrate keen curiosity have strong experience working with databases and business intelligence software and be capable storytellers using ,121207.5,1
Senior Business Intelligence (BI) Developer,FutureYou,Ryde NSW,Broad enterprise wide understanding of business processes such as Maintain and providing BAU support to the business on the current platform ,121207.5,1
Concrete Plant Manager,Hanson,McDougalls Hill NSW,Engage with customers to generate new business to achieve business and sales goals Conduct regular market analysis and gather market intelligence within your ,121207.5,1
"Principal Consultant (Remote, AUS)",CrowdStrike,Australia,Engage in some degree of sales and business development opportunities Are you ready to do the work while also supporting business line development activities ,121207.5,1
Oracle Applications DBA,eHealth NSW,Sydney NSW,EHealth NSW is responsible for the delivery of digital solutions for clinical care and business services supported by smart infrastructure providing a ,168333.0,1
Business Intelligence Manager,Sirius People,Sydney NSW,Responsible for performance reporting and analytics management for BAU and business improvement Proficient in Microsoft Business intelligence tech stack SSIS ,121207.5,1
Service Manager,Cummins Inc.,Sydney NSW,This role operates within core business hours Monday Friday Emotional intelligence and having a balanced view of customer and staff perspectives ,121207.5,1
Market Intelligence Manager,Access Corporate Group,North Sydney NSW,To set up a Market Intelligence system and complete comprehensive reading to generate business insights to support business growth and investment strategy ,121207.5,1
Reporting analyst,Macquarie Group Limited,Sydney NSW,Ability to translate complex report logic to non technical business users COG s purpose is to drive operational excellence through business aligned services ,121207.5,1
Data Modeler,Hearing Australia,New South Wales,Implement new business intelligence solutions and modify or configure existing deployed solutions Anticipates business client s needs and proposes alternative ,121207.5,1
SAP BASIS Administrator,Cognizant,Sydney NSW,Regular support for production operations business process and support in providing the Financial sales reports and business planning ,160000.0,1
Data & Visualisation Analyst,HSBC,Sydney NSW,Relevant commercial experience in building and maintaining SAS datamarts to support business intelligence Delivery of high quality reporting dashboards and ad ,121207.5,1
SDR for Australia & Oceania Region,OSIsoft,Sydney NSW,OSIsoft is a global leader in operational intelligence The PI System enables users to manage assets mitigate risks comply with regulations improve ,121207.5,1
APAC Business Development Director (Water),Royal HaskoningDHV,Sydney NSW,A strong track record in the Water sector with experience in the business to business environment and sharp business acumen ,121207.5,1
APAC Business Development Director (Water),Royal HaskoningDHV,Sydney NSW,A strong track record in the Water sector with experience in the business to business environment and sharp business acumen ,121207.5,1
Systems Analyst,Artificial Intelligence Australia Pty Ltd,Sydney NSW,You must have a high level of technical expertise and clear insights into current business practices Transmit the business and functional knowledge to the ,95000.0,0
Part-Time Analyst (Contractor),Access Partnership,Sydney NSW,Draft actionable reports both in native language and business English Contribute to business development through research on new clients and industry trends ,121207.5,1
Data Analyst Visualisation,Sustainability Victoria,Melbourne City Centre VIC,Proven ability to identify data gaps and fill those using research surveys consultation or intelligence The Data Analyst Visualisation will work as part of ,121207.5,1
Head of Strategy and Market Intelligence,Microsoft,Sydney NSW,Insights and Analysis Defines measures and optimizes business impact by understanding and applying data driven intelligence to create change ,121207.5,1
BI & Data Lead,Freedom Furniture,Australia,Develop distributed BI competencies and capabilities across the business including principles of business driven self service BI ,121207.5,1
Data Scientist,Winc,Mascot NSW,Winc is a leading business supplies company in Australia Liaise with the Business Intelligence Team and business users to provide solution advice ,121207.5,1
Activation Manager-Programmatic,Resolution Media,Brisbane QLD,At Resolution our Remarkable legacy symbolises enthusiasm creativity success intelligence and determination Then something catches your eye a purple cow ,121207.5,1
Machine Learning Engineer,Accenture,Sydney NSW,Articulate business impact and benefits of advanced analytics solutions via business scientific storytelling and advanced visualisation techniques ,121207.5,1
Technical Business Analyst,KPMG,Canberra ACT,Experience working within complex business environments across a range of industries and sectors You will utilize your design analytical and problem solving ,121207.5,1
Business Solutions Consultant,Hyper Anna,Sydney NSW,3 years at a consulting firm with client facing experience delivering data or business intelligence projects preferred A day in your life will include ,121207.5,1
Business Intelligence,Tyroola,Sunshine Coast QLD,Currently we are looking for a skilled intern for our business intelligence pricing department f m Retrieve analyse and present critical data and help ,121207.5,1
Business Intelligence Analyst,Runge,Brisbane QLD,Translate business requirements into reporting and analysis specifications You will be responsible for operational reporting performance reporting marketing ,121207.5,1
MARKET RESEARCH ANALYST,Torrens University Australia,Australia,Provide market intelligence in a rewarding setting Collaborate with staff and analysts in business processes quality assurance marketing and product ,121207.5,1
Security Intelligence Senior Consultant,Westpac Group,Sydney NSW,The team provides tactical operational and strategic threat intelligence to support our business Demonstrated experience in an intelligence and or cyber ,121207.5,1
SDR for Australia & Oceania Region,OSIsoft,Sydney NSW,OSIsoft is a global leader in operational intelligence The PI System enables users to manage assets mitigate risks comply with regulations improve ,121207.5,1
APAC Business Development Director (Water),Royal HaskoningDHV,Sydney NSW,A strong track record in the Water sector with experience in the business to business environment and sharp business acumen ,121207.5,1
Systems Analyst,Artificial Intelligence Australia Pty Ltd,Sydney NSW,You must have a high level of technical expertise and clear insights into current business practices Transmit the business and functional knowledge to the ,95000.0,0
Part-Time Analyst (Contractor),Access Partnership,Sydney NSW,Draft actionable reports both in native language and business English Contribute to business development through research on new clients and industry trends ,121207.5,1
Data Analyst Visualisation,Sustainability Victoria,Melbourne City Centre VIC,Proven ability to identify data gaps and fill those using research surveys consultation or intelligence The Data Analyst Visualisation will work as part of ,121207.5,1
Head of Strategy and Market Intelligence,Microsoft,Sydney NSW,Insights and Analysis Defines measures and optimizes business impact by understanding and applying data driven intelligence to create change ,121207.5,1
BI & Data Lead,Freedom Furniture,Australia,Develop distributed BI competencies and capabilities across the business including principles of business driven self service BI ,121207.5,1
Data Scientist,Winc,Mascot NSW,Winc is a leading business supplies company in Australia Liaise with the Business Intelligence Team and business users to provide solution advice ,121207.5,1
Activation Manager-Programmatic,Resolution Media,Brisbane QLD,At Resolution our Remarkable legacy symbolises enthusiasm creativity success intelligence and determination Then something catches your eye a purple cow ,121207.5,1
Machine Learning Engineer,Accenture,Sydney NSW,Articulate business impact and benefits of advanced analytics solutions via business scientific storytelling and advanced visualisation techniques ,121207.5,1
Technical Business Analyst,KPMG,Canberra ACT,Experience working within complex business environments across a range of industries and sectors You will utilize your design analytical and problem solving ,121207.5,1
Business Solutions Consultant,Hyper Anna,Sydney NSW,3 years at a consulting firm with client facing experience delivering data or business intelligence projects preferred A day in your life will include ,121207.5,1
Business Intelligence,Tyroola,Sunshine Coast QLD,Currently we are looking for a skilled intern for our business intelligence pricing department f m Retrieve analyse and present critical data and help ,121207.5,1
Business Intelligence Analyst,Runge,Brisbane QLD,Translate business requirements into reporting and analysis specifications You will be responsible for operational reporting performance reporting marketing ,121207.5,1
MARKET RESEARCH ANALYST,Torrens University Australia,Australia,Provide market intelligence in a rewarding setting Collaborate with staff and analysts in business processes quality assurance marketing and product ,121207.5,1
Business Intelligence Analyst,CPA Australia,Melbourne VIC,Understand business context to produce clean and digestible data visualisation 12 month maternity leave cover Provide business stakeholders relevant data ,121207.5,1
Business Technology Consultant,Third Horizon Consulting Pty Ltd,Sydney NSW,Business intelligence and knowledge management Highly developed analytical skills with a passion for solving complex business problems ,121207.5,1
Qliksense Developer,FinXL,Sydney NSW,Expertise in data modelling ETL design data processing business intelligence and analytics technologies Your experience in enhancing existing and building ,121207.5,1
Business Intelligence / Reports Developer,Charter Bridge Consulting,Adelaide SA,A strong preference will be given to candidates who have specific experience in Informatica and Oracle Business Intelligence Applications OBIEE OBIA as well ,121207.5,1
"Business Analyst (Perth, Darwin, Hobart and Melbourne)",Tata Consultancy Services (TCS),Melbourne VIC,Knowledge of business intelligence analytics software for reporting and analysis leveraging SAS Tableau SPSS SQL or R TCS is an equal opportunity employer ,120000.0,1
Senior Developer (SSAS/SSIS/POWER BI),Australian Prudential Regulation Authority (APRA),Sydney NSW,Addressing issues raised by report developers or business end users Review business requirements and provide feedback and guidance on data requirements for ,121207.5,1
SENIOR BUSINESS INTELLIGENCE DEVELOPER,Government of South Australia,Adelaide SA,A relevant qualification in or minimum 2 year experience using the following technologies in a business setting is essential Learn more about the LSA ,121207.5,1
Senior Business Consultant,BAE Systems Applied Intelligence,Sydney NSW,Prepare and deliver training sessions to the client s business users Experience of delivering complex business or technology solutions from gathering ,121207.5,1
NLP/ML Architect,Isentia,Sydney NSW,Regularly report research outcomes to business and IT stakeholders Isentia is the Asia Pacific region s leading media intelligence company we re a client ,121207.5,1
BI Data Engineer,GenesisCare,Alexandria NSW,2 years experience in business intelligence and analysis Provide end user training on the tools and data sources available to support self service business ,121207.5,1
Head of Financial Control & FP&A,RB,Sydney NSW,Want to point a global business in the right direction Lead the financial insight and intelligence our leadership depends on to make critical decisions ,121207.5,1
AML Intelligence Manager,Westpac Group,Parramatta NSW,Demonstrated experience in creating intelligence reports identifying intelligence observations and the root cause s What s in it for me ,121207.5,1
"Insolvency & Restructuring Leader, Australasia",Willis Towers Watson,Sydney NSW,Proven business development and networking skills Actively drafting proposals presenting and pitching to potential clients and utilising business intelligence ,121207.5,1
GeoCortex Developer - Sydney,NGIS Australia,Sydney NSW,As NGIS is focused on location intelligence we value GIS people and provide the opportunity for motivated individuals to move into senior roles within the ,121207.5,1
Data Scientist,Sherpa,Australia,Analytical mind and business acumen You work well with little direction and seek out how you can add value to the business ,121207.5,1
Intelligence Analyst,Sibylline Americas Inc.,Australia,Production of insightful and actionable intelligence products Strong demonstrable interest in security and intelligence Excellent written and spoken English ,121207.5,1
SAP BASIS Administrator,Cognizant,Sydney NSW,Regular support for production operations business process and support in providing the Financial sales reports and business planning ,160000.0,1
Data & Visualisation Analyst,HSBC,Sydney NSW,Relevant commercial experience in building and maintaining SAS datamarts to support business intelligence Delivery of high quality reporting dashboards and ad ,121207.5,1
SDR for Australia & Oceania Region,OSIsoft,Sydney NSW,OSIsoft is a global leader in operational intelligence The PI System enables users to manage assets mitigate risks comply with regulations improve ,121207.5,1
APAC Business Development Director (Water),Royal HaskoningDHV,Sydney NSW,A strong track record in the Water sector with experience in the business to business environment and sharp business acumen ,121207.5,1
Systems Analyst,Artificial Intelligence Australia Pty Ltd,Sydney NSW,You must have a high level of technical expertise and clear insights into current business practices Transmit the business and functional knowledge to the ,95000.0,0
Part-Time Analyst (Contractor),Access Partnership,Sydney NSW,Draft actionable reports both in native language and business English Contribute to business development through research on new clients and industry trends ,121207.5,1
Data Analyst Visualisation,Sustainability Victoria,Melbourne City Centre VIC,Proven ability to identify data gaps and fill those using research surveys consultation or intelligence The Data Analyst Visualisation will work as part of ,121207.5,1
Head of Strategy and Market Intelligence,Microsoft,Sydney NSW,Insights and Analysis Defines measures and optimizes business impact by understanding and applying data driven intelligence to create change ,121207.5,1
BI & Data Lead,Freedom Furniture,Australia,Develop distributed BI competencies and capabilities across the business including principles of business driven self service BI ,121207.5,1
Data Scientist,Winc,Mascot NSW,Winc is a leading business supplies company in Australia Liaise with the Business Intelligence Team and business users to provide solution advice ,121207.5,1
Business Development Representative,Pulse Talent,Australia,As a Business Development Manager you will be working on business to business and drive the business profitability What does Pulse Talent do ,90000.0,0
"ASIO Psychologist (AE6) - Canberra, ACT",ASIO,Australia,Your workload may include conducting psychological assessments developing psychological advice in support of recruitment and the selection of applicants to ,102480.0,0
Marketing Specialist,Quarter Acre,Australia,What sets us apart from the rest is data driven techniques using market intelligence and mathematical modelling The successful candidate must have ,89000.0,0
Application Support Engineer,Easy Payroll Global,Australia,They turn a business s ideas into a tailored business solution by developing complementary software that transforms the user experience of key stakeholders ,130000.0,1
Testing Analyst (SSAS/SSIS),APRA,Australia,Addressing issues raised by report developers or business end users The role will sit as part of a Product team working along side the development team and ,121207.5,1
BI Data Engineer,GenesisCare,Alexandria NSW,2 years experience in business intelligence and analysis Provide end user training on the tools and data sources available to support self service business ,121207.5,1
Head of Financial Control & FP&A,RB,Sydney NSW,Want to point a global business in the right direction Lead the financial insight and intelligence our leadership depends on to make critical decisions ,121207.5,1
AML Intelligence Manager,Westpac Group,Parramatta NSW,Demonstrated experience in creating intelligence reports identifying intelligence observations and the root cause s What s in it for me ,121207.5,1
"Insolvency & Restructuring Leader, Australasia",Willis Towers Watson,Sydney NSW,Proven business development and networking skills Actively drafting proposals presenting and pitching to potential clients and utilising business intelligence ,121207.5,1
GeoCortex Developer - Sydney,NGIS Australia,Sydney NSW,As NGIS is focused on location intelligence we value GIS people and provide the opportunity for motivated individuals to move into senior roles within the ,121207.5,1
Data Scientist,Sherpa,Australia,Analytical mind and business acumen You work well with little direction and seek out how you can add value to the business ,121207.5,1
Head of Complaints,Citi,Sydney NSW,Work with head of business and related Customer Experience councils to gather requirements for various analytics projects To view the EEO is the Law poster ,121207.5,1
"Management Consultant (Sydney, Canberra, Adelaide, Brisbane, Perth)",Tata Consultancy Services (TCS),Sydney NSW,Knowledge of business intelligence analytics software for reporting and analysis Interface with business as well technical team ,110000.0,0
Senior Recruitment Business Partner - Construction,UGL Limited,Sydney Central Business District NSW,Maintaining contact with existing talent pool candidates to obtain and capture up to date market intelligence and briefing them on potential current and future ,121207.5,1
"EL2 Manager, National Police Checking Service (NPCS), Canberra",Australian Criminal Intelligence Commission (ACIC),Canberra ACT,The Australian Criminal Intelligence Commission ACIC is Australia s national criminal intelligence agency Job Type Ongoing Full time ,143176.0,1
Business Analyst,Kogan.com,South Melbourne VIC,Identify innovative solutions and opportunities for improvement in different areas of the business Ability to quickly establish a deep understanding of any ,121207.5,1
Full Stack Developer for award-winning sport data business (Sydney),ActiveXchange Pty Ltd,Sydney NSW,Developed a set of full stack web applications preferred if this has been related to business intelligence Now is your time to shine ,100000.0,0
Global Director of Talent Acquisition,Canva,Sydney NSW,Provide market industry competitive intelligence and candidate insights to influence and shape talent and workforce decisions What we re looking for ,121207.5,1
Business Intelligence Senior Manager (Mandarin Speaking),Access Corporate Group,North Sydney NSW,Assembling large complex data sets to meet business function non functional requirements and develop a data focused strategy ,121207.5,1
Intelligence Analyst,Thales Group,Canberra ACT,Using specialised analytic software and intelligence techniques to deliver actionable intelligence on short notice Great journeys start here apply now ,121207.5,1
Data Scientist,Sherpa,Australia,Analytical mind and business acumen You work well with little direction and seek out how you can add value to the business ,121207.5,1
Head of Complaints,Citi,Sydney NSW,Work with head of business and related Customer Experience councils to gather requirements for various analytics projects To view the EEO is the Law poster ,121207.5,1
"Management Consultant (Sydney, Canberra, Adelaide, Brisbane, Perth)",Tata Consultancy Services (TCS),Sydney NSW,Knowledge of business intelligence analytics software for reporting and analysis Interface with business as well technical team ,110000.0,0
Senior Recruitment Business Partner - Construction,UGL Limited,Sydney Central Business District NSW,Maintaining contact with existing talent pool candidates to obtain and capture up to date market intelligence and briefing them on potential current and future ,121207.5,1
"EL2 Manager, National Police Checking Service (NPCS), Canberra",Australian Criminal Intelligence Commission (ACIC),Canberra ACT,The Australian Criminal Intelligence Commission ACIC is Australia s national criminal intelligence agency Job Type Ongoing Full time ,143176.0,1
Business Analyst,Kogan.com,South Melbourne VIC,Identify innovative solutions and opportunities for improvement in different areas of the business Ability to quickly establish a deep understanding of any ,121207.5,1
Full Stack Developer for award-winning sport data business (Sydney),ActiveXchange Pty Ltd,Sydney NSW,Developed a set of full stack web applications preferred if this has been related to business intelligence Now is your time to shine ,100000.0,0
Global Director of Talent Acquisition,Canva,Sydney NSW,Provide market industry competitive intelligence and candidate insights to influence and shape talent and workforce decisions What we re looking for ,121207.5,1
Business Intelligence Senior Manager (Mandarin Speaking),Access Corporate Group,North Sydney NSW,Assembling large complex data sets to meet business function non functional requirements and develop a data focused strategy ,121207.5,1
Intelligence Analyst,Thales Group,Canberra ACT,Using specialised analytic software and intelligence techniques to deliver actionable intelligence on short notice Great journeys start here apply now ,121207.5,1
"Manager, Finance Insights & Analytics",News Corp Australia,Sydney NSW,Develop effective business intelligence and data warehouse solutions Specifically provide critical analysis of financial and non financial information to ,121207.5,1
System Analyst - Assets,City of Lake Macquarie,Speers Point NSW,Demonstrated data management and business intelligence reporting skills Proven project management skills with strong organisational and time management skills ,93437.0,0
Datawarehouse Data Modeler,Fortune Select,Sydney NSW,Modify create the logical and physical data models in line with the business requirements Study the existing data models and the business requirements to ,121207.5,1
Strategic Partnerships Manager,TikTok,Sydney NSW,We are looking for an experienced business developer to build on existing high level relationships and forge high impact new partnerships ,121207.5,1
Expressions of Interest,Altis,Sydney NSW,At Altis you ll engage with diverse clients and industries and be part of projects that deliver tangible business outcomes ,121207.5,1
System Analyst - Assets,City of Lake Macquarie,Speers Point NSW,Demonstrated data management and business intelligence reporting skills Proven project management skills with strong organisational and time management skills ,93437.0,0
Datawarehouse Data Modeler,Fortune Select,Sydney NSW,Modify create the logical and physical data models in line with the business requirements Study the existing data models and the business requirements to ,121207.5,1
Strategic Partnerships Manager,TikTok,Sydney NSW,We are looking for an experienced business developer to build on existing high level relationships and forge high impact new partnerships ,121207.5,1
Expressions of Interest,Altis,Sydney NSW,At Altis you ll engage with diverse clients and industries and be part of projects that deliver tangible business outcomes ,121207.5,1
Head of Strategy and Operational Excellence,Biogen,North Ryde NSW,The role has significant impact on the business through the development and delivery of critical affiliate strategic programs Multi Channel Excellence digital ,121207.5,1
Head of Data Enablement,Seven West Media,Sydney NSW,Experience delivering business value from data Teradata and Hadoop experience is highly desirable Drive data stewardship function for the allocated business ,121207.5,1
Junior Salesforce Developer/Consultant,Servian,Sydney NSW,Our business focuses on Data and Automation in the following pillars Your 1 year local experience is directly related to Salesforce work which includes one or ,121207.5,1
Data Business Analyst| Data and Analytics,EY,Canberra ACT,Ability to lead a team and collaborate with other business units Actively participate and lead sales pursuits and business development opportunities for wider ,121207.5,1
Software Tech Leader,Vodafone,North Sydney NSW,Integrated software with other business systems At Vodafone we put our customers at the heart of everything we do to give Australians more choice and freedom ,121207.5,1
Scrum Master,Isentia,Sydney NSW,Isentia is the Asia Pacific region s leading media intelligence company we re a client centric organisation where you can really add value to our clients ,121207.5,1
Marketing Analyst,Greater Bank,Hamilton NSW,Greater Bank is transforming adapting and rethinking banking We are more than just an award winning bank We do the right thing by our customers by providing ,121207.5,1
CPE Manager,Microsoft,Sydney NSW,This role is non routine and complex involving the application of technical and business skills including data and analytics and program management ,121207.5,1
Business Analyst - Business Intelligence/Power BI,Alloc8 Recruitment Solutions Pty Ltd,Australia,Outstanding communication and business engagement skills with a proven record of running work shops remotely and engaging with the business at a high level ,121207.5,1
Senior Data Visualisation Consultant,Slalom Consulting,Sydney NSW,Significant recent experience in the field of business intelligence information management or consulting You ll help shape business requirements and in doing ,121207.5,1
Senior Analyst,Deloitte,Sydney NSW,Experience in business intelligence and visualisation tools such as Tableau Microsoft Power BI etc Exceptional communication presentation business writing ,121207.5,1
System Analyst - Assets,City of Lake Macquarie,Speers Point NSW,Demonstrated data management and business intelligence reporting skills Proven project management skills with strong organisational and time management skills ,93437.0,0
Datawarehouse Data Modeler,Fortune Select,Sydney NSW,Modify create the logical and physical data models in line with the business requirements Study the existing data models and the business requirements to ,121207.5,1
Strategic Partnerships Manager,TikTok,Sydney NSW,We are looking for an experienced business developer to build on existing high level relationships and forge high impact new partnerships ,121207.5,1
Expressions of Interest,Altis,Sydney NSW,At Altis you ll engage with diverse clients and industries and be part of projects that deliver tangible business outcomes ,121207.5,1
Head of Strategy and Operational Excellence,Biogen,North Ryde NSW,The role has significant impact on the business through the development and delivery of critical affiliate strategic programs Multi Channel Excellence digital ,121207.5,1
Head of Data Enablement,Seven West Media,Sydney NSW,Experience delivering business value from data Teradata and Hadoop experience is highly desirable Drive data stewardship function for the allocated business ,121207.5,1
Junior Salesforce Developer/Consultant,Servian,Sydney NSW,Our business focuses on Data and Automation in the following pillars Your 1 year local experience is directly related to Salesforce work which includes one or ,121207.5,1
Data Business Analyst| Data and Analytics,EY,Canberra ACT,Ability to lead a team and collaborate with other business units Actively participate and lead sales pursuits and business development opportunities for wider ,121207.5,1
Software Tech Leader,Vodafone,North Sydney NSW,Integrated software with other business systems At Vodafone we put our customers at the heart of everything we do to give Australians more choice and freedom ,121207.5,1
Scrum Master,Isentia,Sydney NSW,Isentia is the Asia Pacific region s leading media intelligence company we re a client centric organisation where you can really add value to our clients ,121207.5,1
Marketing Analyst,Greater Bank,Hamilton NSW,Greater Bank is transforming adapting and rethinking banking We are more than just an award winning bank We do the right thing by our customers by providing ,121207.5,1
CPE Manager,Microsoft,Sydney NSW,This role is non routine and complex involving the application of technical and business skills including data and analytics and program management ,121207.5,1
Business Analyst - Business Intelligence/Power BI,Alloc8 Recruitment Solutions Pty Ltd,Australia,Outstanding communication and business engagement skills with a proven record of running work shops remotely and engaging with the business at a high level ,121207.5,1
Senior Data Visualisation Consultant,Slalom Consulting,Sydney NSW,Significant recent experience in the field of business intelligence information management or consulting You ll help shape business requirements and in doing ,121207.5,1
Senior Analyst,Deloitte,Sydney NSW,Experience in business intelligence and visualisation tools such as Tableau Microsoft Power BI etc Exceptional communication presentation business writing ,121207.5,1
Data Engineer,Blackwoods,Sydney NSW,Awesome opportunity in an iconic retailer Secure permanent role and competitive remuneration As part of the Wesfarmers Industrial and Safety group ,121207.5,1
Analyst,Deloitte,Perth WA,Experience in business intelligence and visualisation tools such as Tableau Microsoft Power BI etc Exceptional communication presentation business writing ,121207.5,1
Manager,Service NSW,Sydney NSW,Develop and maintain service level agreements with internal customers for the delivery of analytics and business intelligence ,121207.5,1
Project Manager,AMCS Group,Sydney NSW,Must be proficient in SQL MS Technology stack including business intelligence We currently have a requirement for a Project Manager based at our Sydney ,121207.5,1
GAZ - ACT - APS5 - Operations Analyst,Department of Home Affairs,Canberra ACT,A response will be sent during business hours Broad knowledge of the functions of intelligence related systems About the Department of Home Affairs ,121207.5,1
"Executive Manager, Stream Lead, Strategy & Frameworks",Insurance Australia Group,Sydney NSW,Experience working collaboratively with other business units to achieve division and business unit goals and manage change ASX Top 20 Listed Company ,121207.5,1
"SSGA Investment Operations, Officer",State Street,Sydney NSW,Participate as required to any new business implementation projects The primary role of the Investment Operations Officer is the coordination and efficient ,121207.5,1
Data Warehouse/Business Intelligence Architect,Dimodelo Solutions,Brisbane QLD,We are looking for an experienced Solution Architect in the BI DW space The role will give you the opportunity to work with multiple clients on interesting ,121207.5,1
Database Engineer,Moody's Corporation,Sydney NSW,Applying analytical skills to interpret business functions understand functional requirements and research and resolve system problems ,121207.5,1
EY Indigenous Intern Program,EY,Australia,Here at EY you ll focus your intelligence and imagination on the most crucial complex issues facing business government and society today ,121207.5,1
Data Quality Assurance Engineer,BizCover,Sydney NSW,We dominate the SME business insurance market by having an online platform that makes comparing and buying business insurance a super easy process ,121207.5,1
"Executive Manager, Enterprise Risk, Analytics & Reporting",Insurance Australia Group,Sydney NSW,Experience working collaboratively with other business units to achieve division and business unit goals and manage change ASX Top 20 Listed Company ,121207.5,1
Pricing Manager,Allianz,Sydney NSW,Provide pricing insights based on technical analysis of opportunities and market intelligence on a continuous basis to key stakeholders ,121207.5,1
"Actuary, IFRS 17 Project Support - 12 month contract",Munich Re,Sydney NSW,Assist in the preparation analysis and reporting of MRA s reserves and policy liabilities together with associated reporting requirements and business ,121207.5,1
Head of People & Culture,Victorian Managed Insurance Authority,Melbourne City Centre VIC,Our People Culture team plays a vital role in enabling and empowering the business to deliver our client focused strategy How you ll make an impact ,121207.5,1
Director - Program Evaluation,KANTAR,Sydney NSW,Our business is growing and Program Evaluation is a key area for expansion for us We go beyond the obvious using intelligence passion and creativity to ,121207.5,1
Senior Business Intelligence Developer (Microsoft/SQL/Azure/Power BI),ETE Group,Sydney NSW,Comfortable and confident when speaking with all levels of the business to understand business requirements Wide ranging challenging BI role in global company ,121207.5,1
Program Manager – Banking and Financial Services,Burgeon IT Services,Sydney NSW,Provide business reports to management and clients as assigned Relevant industry experience banking financial services as a Program Manager ,121207.5,1
Landscape Architect – Fixed Term (12 month),Randwick City Council,Randwick NSW,Landscape Architect Fixed Term 12 month 93 266 102 619 per annum 9 5 superannuation sustainability allowance If so we want you ,102619.0,0
Data Engineer,Blackwoods,Sydney NSW,Awesome opportunity in an iconic retailer Secure permanent role and competitive remuneration As part of the Wesfarmers Industrial and Safety group ,121207.5,1
Analyst,Deloitte,Perth WA,Experience in business intelligence and visualisation tools such as Tableau Microsoft Power BI etc Exceptional communication presentation business writing ,121207.5,1
Manager,Service NSW,Sydney NSW,Develop and maintain service level agreements with internal customers for the delivery of analytics and business intelligence ,121207.5,1
